gene_symbol	ncbi_gene	ensembl_gene	db_gene_symbol	db_ncbi_gene	db_ensembl_gene	source_gene	gs_id	gs_name	gs_collection	gs_subcollection	gs_collection_name	gs_description	gs_source_species	gs_pmid	gs_geoid	gs_exact_source	gs_url	db_version	db_target_species	ortholog_taxon_id	ortholog_sources	num_ortholog_sources	Selected_Ensembl_ID
ANGPTL4	509963	ENSBTAG00000002473	ANGPTL4	51129	ENSG00000167772	ANGPTL4	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000002473
ANKZF1	507867	ENSBTAG00000020610	ANKZF1	55139	ENSG00000163516	ANKZF1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000020610
ANXA2	282689	ENSBTAG00000009615	ANXA2	302	ENSG00000182718	ANXA2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000009615
ATF3	515266	ENSBTAG00000008545	ATF3	467	ENSG00000162772	ATF3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000008545
ATP7A	541275	ENSBTAG00000010018	ATP7A	538	ENSG00000165240	ATP7A	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Treefam	7	ENSBTAG00000010018
B3GALT6	522406	ENSBTAG00000037523	B3GALT6	126792	ENSG00000176022	B3GALT6	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000037523
B4GALNT2	508108	ENSBTAG00000009864	B4GALNT2	124872	ENSG00000167080	B4GALNT2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000009864
BCAN	281019	ENSBTAG00000015789	BCAN	63827	ENSG00000132692	BCAN	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000015789
BCL2	281020	ENSBTAG00000019302	BCL2	596	ENSG00000171791	BCL2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000019302
BGN	280733	ENSBTAG00000005250	BGN	633	ENSG00000182492	BGN	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000005250
BHLHE40	506945	ENSBTAG00000009863	BHLHE40	8553	ENSG00000134107	BHLHE40	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000009863
BNIP3L	534615	ENSBTAG00000021307	BNIP3L	665	ENSG00000104765	BNIP3L	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000021307
BRS3	539011	ENSBTAG00000005616	BRS3	680	ENSG00000102239	BRS3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000005616
BTG1	281032	ENSBTAG00000020330	BTG1	694	ENSG00000133639	BTG1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OrthoDB|Panther	6	ENSBTAG00000020330
CA12	614323	ENSBTAG00000019390	CA12	771	ENSG00000074410	CA12	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000019390
CASP6	538409	ENSBTAG00000012537	CASP6	839	ENSG00000138794	CASP6	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000012537
CAV1	281040	ENSBTAG00000017869	CAV1	857	ENSG00000105974	CAV1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000017869
CAVIN1	538457	ENSBTAG00000039684	CAVIN1	284119	ENSG00000177469	PTRF	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000039684
CAVIN3	510203	ENSBTAG00000019754	CAVIN3	112464	ENSG00000170955	PRKCDBP	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000019754
CCN1	508941	ENSBTAG00000009844	CCN1	3491	ENSG00000142871	CYR61	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000009844
CCN2	281103	ENSBTAG00000006367	CCN2	1490	ENSG00000118523	CTGF	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000006367
CCN5	534658	ENSBTAG00000006037	CCN5	8839	ENSG00000064205	WISP2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000006037
CCNG2	512960	ENSBTAG00000021768	CCNG2	901	ENSG00000138764	CCNG2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000021768
CDKN1A	513497	ENSBTAG00000008353	CDKN1A	1026	ENSG00000124762	CDKN1A	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000008353
CDKN1B	512613	ENSBTAG00000018254	CDKN1B	1027	ENSG00000111276	CDKN1B	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018254
CDKN1C	510972	ENSBTAG00000031184	CDKN1C	1028	ENSG00000129757	CDKN1C	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000031184
CHST2	615978	ENSBTAG00000011584	CHST2	9435	ENSG00000175040	CHST2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000011584
CHST3	506758	ENSBTAG00000011014	CHST3	9469	ENSG00000122863	CHST3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000011014
CITED2	521378	ENSBTAG00000011224	CITED2	10370	ENSG00000164442	CITED2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000011224
COL5A1	100848491	ENSBTAG00000047998	COL5A1	1289	ENSG00000130635	COL5A1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|NCBI|OMA|Panther|Treefam	6	ENSBTAG00000047998
CP	514194	ENSBTAG00000012164	CP	1356	ENSG00000047457	CP	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000012164
CSRP2	539381	ENSBTAG00000013406	CSRP2	1466	ENSG00000175183	CSRP2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000013406
CXCR4	281736	ENSBTAG00000001060	CXCR4	7852	ENSG00000121966	CXCR4	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001060
DCN	280760	ENSBTAG00000003505	DCN	1634	ENSG00000011465	DCN	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000003505
DDIT3	777788	ENSBTAG00000031544	DDIT3	1649	ENSG00000175197	DDIT3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000031544
DDIT4	529235	ENSBTAG00000000163	DDIT4	54541	ENSG00000168209	DDIT4	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000000163
DPYSL4	511863	ENSBTAG00000017780	DPYSL4	10570	ENSG00000151640	DPYSL4	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000017780
DTNA	541153	ENSBTAG00000012307	DTNA	1837	ENSG00000134769	DTNA	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000012307
DUSP1	539175	ENSBTAG00000013863	DUSP1	1843	ENSG00000120129	DUSP1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000013863
EDN2	319094	ENSBTAG00000021434	EDN2	1907	ENSG00000127129	EDN2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000021434
EFNA1	507319	ENSBTAG00000020244	EFNA1	1942	ENSG00000169242	EFNA1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	9	ENSBTAG00000020244
EFNA3	540776	ENSBTAG00000033423	EFNA3	1944	ENSG00000143590	EFNA3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000033423
EGFR	407217	ENSBTAG00000011628	EGFR	1956	ENSG00000146648	EGFR	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000011628
ENO1	281141	ENSBTAG00000013411	ENO1	2023	ENSG00000074800	ENO1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000013411
ENO2	526006	ENSBTAG00000011274	ENO2	2026	ENSG00000111674	ENO2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000011274
ENO3	540303	ENSBTAG00000005534	ENO3	2027	ENSG00000108515	ENO3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000005534
ERO1A	100125317	ENSBTAG00000015716	ERO1A	30001	ENSG00000197930	ERO1L	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000015716
ERRFI1	516303	ENSBTAG00000006609	ERRFI1	54206	ENSG00000116285	ERRFI1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000006609
ETS1	540313	ENSBTAG00000002341	ETS1	2113	ENSG00000134954	ETS1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000002341
EXT1	538602	ENSBTAG00000006209	EXT1	2131	ENSG00000182197	EXT1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000006209
F3	280686	ENSBTAG00000007101	F3	2152	ENSG00000117525	F3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000007101
FAM162A	617104	ENSBTAG00000011140	FAM162A	26355	ENSG00000114023	FAM162A	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000011140
FBP1	513483	ENSBTAG00000009733	FBP1	2203	ENSG00000165140	FBP1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000009733
FOS	280795	ENSBTAG00000004322	FOS	2353	ENSG00000170345	FOS	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000004322
FOSL2	509889	ENSBTAG00000023929	FOSL2	2355	ENSG00000075426	FOSL2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000023929
FOXO3	535530	ENSBTAG00000011234	FOXO3	2309	ENSG00000118689	FOXO3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000011234
GAA	280798	ENSBTAG00000016021	GAA	2548	ENSG00000171298	GAA	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000016021
GALK1	530855	ENSBTAG00000014964	GALK1	2584	ENSG00000108479	GALK1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000014964
GAPDH	281181	ENSBTAG00000014731	GAPDH	2597	ENSG00000111640	GAPDH	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000014731
GAPDHS	532231	ENSBTAG00000015917	GAPDHS	26330	ENSG00000105679	GAPDHS	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000015917
GBE1	615745	ENSBTAG00000036262	GBE1	2632	ENSG00000114480	GBE1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000036262
GCK	616576	ENSBTAG00000032288	GCK	2645	ENSG00000106633	GCK	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000032288
LOC520336	520336	ENSBTAG00000039326	GCNT2	2651	ENSG00000111846	GCNT2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|OMA|Panther	3	ENSBTAG00000039326
GLRX	515416	ENSBTAG00000038186	GLRX	2745	ENSG00000173221	GLRX	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	8	ENSBTAG00000038186
GPC1	518114	ENSBTAG00000015996	GPC1	2817	ENSG00000063660	GPC1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000015996
GPC3	615239	ENSBTAG00000020406	GPC3	2719	ENSG00000147257	GPC3	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000020406
GPC4	540179	ENSBTAG00000020644	GPC4	2239	ENSG00000076716	GPC4	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000020644
GPI	280808	ENSBTAG00000006396	GPI	2821	ENSG00000105220	GPI	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000006396
GRHPR	504764	ENSBTAG00000019299	GRHPR	9380	ENSG00000137106	GRHPR	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000019299
GYS1	786335	ENSBTAG00000039958	GYS1	2997	ENSG00000104812	GYS1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000039958
HAS1	282820	ENSBTAG00000017672	HAS1	3036	ENSG00000105509	HAS1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|NCBI|OMA|Panther	5	ENSBTAG00000017672
HDLBP	767882	ENSBTAG00000004315	HDLBP	3069	ENSG00000115677	HDLBP	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000004315
HEXA	504468	ENSBTAG00000012981	HEXA	3073	ENSG00000213614	HEXA	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000012981
HK1	280817	ENSBTAG00000012380	HK1	3098	ENSG00000156515	HK1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000012380
HK2	788926	ENSBTAG00000013108	HK2	3099	ENSG00000159399	HK2	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|Panther|Treefam	7	ENSBTAG00000013108
HMOX1	513221	ENSBTAG00000015582	HMOX1	3162	ENSG00000100292	HMOX1	M5891	HALLMARK_HYPOXIA	H		Hallmark	Genes up-regulated in response to low oxygen levels (hypoxia).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000015582
